Date,Product,Region,Sales_Channel,Unit_Price,Quantity_Sold,Discount,Revenue,COGS,Profit,Payment_Status,ProfitMargin,Month,MonthName,Year
1/26/2024,Dangote Premium Cement,Kano,Retail,6821.69,222,1.49,1491850.39,1101392.78,390457.61,Cash,26.17270556,1,Jan,2024
3/29/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,6774.98,248,2.65,1635669.87,1150636.42,485033.46,Pending,29.65350581,3,Mar,2024
11/27/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,7382.78,265,0.18,1952915.11,1421678.46,531236.66,Pending,27.20224024,11,Nov,2024
8/2/2024,Dangote Premium Cement,Kano,Wholesale,6630.75,430,1.63,2804747.57,1968800.97,835946.6,Cash,29.80470004,8,Aug,2024
12/31/2024,Dangote Sulfate Resistant Cement,Abuja,Online,7281.44,196,2.74,1388057.99,1041375.69,346682.3,Cash,24.97606746,12,Dec,2024
5/18/2024,Dangote Premium Cement,Lagos,Retail,6597.12,35,2.69,224688.01,174774.43,49913.58,Paid,22.21461661,5,May,2024
8/29/2024,Dangote Sulfate Resistant Cement,Kano,Wholesale,7473.98,71,0.74,526725.75,381410.16,145315.59,Paid,27.58847275,8,Aug,2024
4/22/2024,Dangote 42.5R Cement,Rivers,Wholesale,5976.1,323,0.95,1911942.64,1479481.31,432461.33,Credit,22.61894897,4,Apr,2024
10/29/2024,Dangote 3X Cement,Rivers,Online,6063.61,308,2.85,1814365.51,1421863.25,392502.26,Cash,21.63303137,10,Oct,2024
10/4/2024,Dangote Sulfate Resistant Cement,Ogun,Retail,6537.96,48,0.7,311625.33,224956.37,86668.96,Cash,27.81191118,10,Oct,2024
1/1/2024,Dangote Sulfate Resistant Cement,Kano,Wholesale,7306.45,194,2.15,1386976.1,1098315.97,288660.13,Credit,20.81219208,1,Jan,2024
1/31/2024,Dangote 3X Cement,Ogun,Online,6204.7,92,2.32,557589.09,437511.21,120077.88,Credit,21.5351918,1,Jan,2024
2/7/2024,Dangote Sulfate Resistant Cement,Abuja,Online,6601.03,174,0.97,1137438,907204.7,230233.3,Cash,20.24139338,2,Feb,2024
11/23/2024,Dangote 42.5R Cement,Rivers,Wholesale,6507.18,307,2.08,1956152.01,1551002.65,405149.36,Credit,20.71154787,11,Nov,2024
4/24/2024,Dangote Premium Cement,Abuja,Retail,6733.99,170,0.38,1140428.14,881417.63,259010.51,Cash,22.71169054,4,Apr,2024
10/17/2024,Dangote 3X Cement,Ogun,Online,5818.22,434,2.9,2451879.36,1770476.4,681402.96,Paid,27.7910476,10,Oct,2024
9/11/2024,Dangote Premium Cement,Rivers,Online,6077.81,197,2.95,1162007.38,832913.81,329093.57,Paid,28.32112564,9,Sep,2024
12/28/2024,Dangote Sulfate Resistant Cement,Abuja,Wholesale,6765.21,147,2.08,973800.56,715790.27,258010.29,Paid,26.49518809,12,Dec,2024
1/1/2024,Dangote 3X Cement,Abuja,Retail,6232.58,105,2.65,637078.75,477368.33,159710.42,Cash,25.06918022,1,Jan,2024
6/28/2024,Dangote 42.5R Cement,Lagos,Retail,6588.73,315,1.95,2034978.68,1564320.75,470657.93,Pending,23.12839612,6,Jun,2024
8/19/2024,Dangote 3X Cement,Lagos,Retail,5520.08,153,2.85,820501.93,580439.51,240062.42,Pending,29.25799577,8,Aug,2024
7/11/2024,Dangote Premium Cement,Lagos,Online,6941.83,67,1.01,460405.07,367646.16,92758.91,Cash,20.14723904,7,Jul,2024
12/26/2024,Dangote 3X Cement,Abuja,Online,5665,475,1.3,2655893.62,1873349.37,782544.25,Credit,29.46444256,12,Dec,2024
4/15/2024,Dangote Premium Cement,Abuja,Online,6554.11,493,2.19,3160413.47,2296124.06,864289.41,Credit,27.34735243,4,Apr,2024
6/1/2024,Dangote Premium Cement,Lagos,Wholesale,6392.9,301,2.52,1875771.47,1341849.99,533921.48,Credit,28.46410069,6,Jun,2024
1/2/2024,Dangote 42.5R Cement,Lagos,Retail,6623.9,340,1.8,2211587.73,1592271.25,619316.49,Paid,28.00325222,1,Jan,2024
4/15/2024,Dangote Premium Cement,Rivers,Wholesale,6473.57,79,0.93,506655.9,374797.05,131858.85,Cash,26.02532606,4,Apr,2024
12/4/2024,Dangote Sulfate Resistant Cement,Lagos,Online,7044.13,114,1.11,794117.18,586173.24,207943.94,Pending,26.18554859,12,Dec,2024
8/16/2024,Dangote 3X Cement,Rivers,Retail,5965.06,135,2.51,785070.49,593846.68,191223.81,Pending,24.35753381,8,Aug,2024
12/22/2024,Dangote 3X Cement,Lagos,Online,5843.79,297,1.24,1714084.12,1329521.96,384562.16,Pending,22.435431,12,Dec,2024
10/10/2024,Dangote 3X Cement,Abuja,Online,5918.63,294,2.06,1704231.63,1352539.82,351691.81,Pending,20.63638556,10,Oct,2024
8/31/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,7402.78,385,0.1,2847220.23,2155693.06,691527.17,Pending,24.28780053,8,Aug,2024
3/2/2024,Dangote 42.5R Cement,Ogun,Wholesale,6772.16,433,0.58,2915337.68,2053177.84,862159.84,Paid,29.57324107,3,Mar,2024
12/15/2024,Dangote 42.5R Cement,Ogun,Online,5947.88,324,0.77,1912274.35,1512762.85,399511.5,Paid,20.89195517,12,Dec,2024
2/14/2024,Dangote 42.5R Cement,Kano,Retail,6352.05,458,0.83,2885092.22,2151747.12,733345.09,Paid,25.41842805,2,Feb,2024
12/24/2024,Dangote 42.5R Cement,Lagos,Retail,5949.64,310,1.76,1811927.16,1405761.47,406165.69,Paid,22.41622616,12,Dec,2024
2/24/2024,Dangote 3X Cement,Rivers,Online,6380.14,469,1.23,2955480.55,2182044.14,773436.41,Cash,26.16956522,2,Feb,2024
10/19/2024,Dangote 42.5R Cement,Lagos,Wholesale,6075.41,93,1.85,554560.39,425947.46,128612.93,Cash,23.19187095,10,Oct,2024
1/20/2024,Dangote 42.5R Cement,Rivers,Online,6037.58,401,1.43,2386448.29,1734610.07,651838.22,Credit,27.31415647,1,Jan,2024
1/11/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,6780.35,271,2.57,1790251.75,1375781.98,414469.77,Pending,23.15147967,1,Jan,2024
3/9/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,6769.42,233,1.81,1548726.19,1097936.42,450789.77,Cash,29.10713158,3,Mar,2024
4/18/2024,Dangote 42.5R Cement,Abuja,Online,6667.19,440,0.17,2928576.54,2281797.6,646778.94,Paid,22.08509599,4,Apr,2024
6/8/2024,Dangote 42.5R Cement,Ogun,Online,6679.33,34,0.52,225916.31,177913.18,48003.14,Pending,21.24819585,6,Jun,2024
1/30/2024,Dangote Premium Cement,Lagos,Retail,6050.56,204,2.11,1208270.21,878893.03,329377.18,Cash,27.26022518,1,Jan,2024
9/15/2024,Dangote 42.5R Cement,Lagos,Online,5830.56,210,1.47,1206418.66,898311.81,308106.85,Cash,25.53896588,9,Sep,2024
10/27/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,7337.65,152,2.25,1090228.04,838260.04,251967.99,Credit,23.11149418,10,Oct,2024
1/15/2024,Dangote 42.5R Cement,Lagos,Wholesale,6653.82,419,2.89,2707378.81,2127217.63,580161.18,Pending,21.42888826,1,Jan,2024
12/12/2024,Dangote Premium Cement,Rivers,Online,6409.51,30,2.59,187305.11,149228.57,38076.54,Paid,20.32861784,12,Dec,2024
8/30/2024,Dangote Premium Cement,Ogun,Online,6800.86,134,0.76,904389.24,705883.54,198505.7,Credit,21.94914438,8,Aug,2024
12/30/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,7351.59,255,0.76,1860408.07,1389110.52,471297.55,Cash,25.33302008,12,Dec,2024
10/26/2024,Dangote 3X Cement,Lagos,Online,6499.43,451,2.52,2857375.61,2160592.31,696783.3,Credit,24.38542898,10,Oct,2024
6/1/2024,Dangote 3X Cement,Abuja,Wholesale,5836.28,161,1.92,921599.97,724515.04,197084.93,Credit,21.38508425,6,Jun,2024
12/1/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,7017.29,143,2.7,976378.71,762105.55,214273.16,Cash,21.94570179,12,Dec,2024
12/4/2024,Dangote Sulfate Resistant Cement,Ogun,Online,6525.46,274,2.99,1734515.56,1259158.78,475356.78,Cash,27.40573743,12,Dec,2024
7/26/2024,Dangote 42.5R Cement,Lagos,Online,6508.07,312,2.45,1980770.15,1454512.61,526257.54,Pending,26.5683295,7,Jul,2024
12/17/2024,Dangote 42.5R Cement,Rivers,Online,6100.19,107,2.52,636271.78,501159.13,135112.64,Pending,21.23505147,12,Dec,2024
5/30/2024,Dangote 3X Cement,Abuja,Wholesale,6240.92,391,2.43,2380902.87,1848275.42,532627.44,Pending,22.37081767,5,May,2024
12/14/2024,Dangote Sulfate Resistant Cement,Lagos,Wholesale,6855.28,401,2.61,2677219.23,1986623.19,690596.05,Credit,25.79527452,12,Dec,2024
7/9/2024,Dangote Sulfate Resistant Cement,Kano,Retail,6963.76,80,1.41,549245.68,432058.26,117187.42,Paid,21.33606586,7,Jul,2024
8/29/2024,Dangote Premium Cement,Kano,Wholesale,6867.5,215,1.59,1453035.95,1077151.14,375884.82,Pending,25.86892774,8,Aug,2024
3/11/2024,Dangote Premium Cement,Rivers,Retail,6987.19,477,2.72,3242235.03,2417919.94,824315.1,Credit,25.42428579,3,Mar,2024
4/2/2024,Dangote 3X Cement,Abuja,Retail,6131.03,110,0.94,668073.81,471527.41,196546.41,Cash,29.41986455,4,Apr,2024
5/20/2024,Dangote Premium Cement,Ogun,Online,6764.48,270,2.36,1783306.33,1387368.18,395938.15,Pending,22.20247544,5,May,2024
11/10/2024,Dangote 42.5R Cement,Abuja,Retail,6229.03,264,1.15,1625552.58,1144019.26,481533.33,Pending,29.62274712,11,Nov,2024
7/10/2024,Dangote 3X Cement,Rivers,Online,5690.58,366,0.01,2082544,1610556.91,471987.1,Pending,22.66396772,7,Jul,2024
12/21/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,6602.71,277,1.77,1796578.24,1287611.25,508966.99,Paid,28.32979821,12,Dec,2024
6/1/2024,Dangote Sulfate Resistant Cement,Abuja,Online,7020.29,288,1.01,2001422.9,1578717.19,422705.71,Pending,21.12025949,6,Jun,2024
6/24/2024,Dangote 42.5R Cement,Rivers,Wholesale,5964.88,484,2.75,2807609.37,2078583.17,729026.19,Pending,25.96608338,6,Jun,2024
4/24/2024,Dangote Premium Cement,Ogun,Online,6021.91,278,0.51,1665553.12,1226944.93,438608.18,Paid,26.33408534,4,Apr,2024
7/11/2024,Dangote Sulfate Resistant Cement,Kano,Online,6548.59,44,1.99,282404.01,216139.82,66264.19,Paid,23.46432333,7,Jul,2024
1/25/2024,Dangote 3X Cement,Abuja,Retail,5880.25,300,0.76,1750668.03,1348341.45,402326.58,Pending,22.98131759,1,Jan,2024
12/21/2024,Dangote 3X Cement,Rivers,Retail,6161.66,359,1.56,2177528.18,1659885.7,517642.48,Pending,23.77202209,12,Dec,2024
8/2/2024,Dangote 3X Cement,Kano,Online,6117.7,164,0.34,999891.57,710549.32,289342.25,Pending,28.93736268,8,Aug,2024
11/7/2024,Dangote Premium Cement,Rivers,Online,6973.12,203,2.11,1385675.4,1010898.87,374776.53,Paid,27.04648794,11,Nov,2024
10/7/2024,Dangote 42.5R Cement,Ogun,Online,6733.12,189,0.7,1263651.76,886167.31,377484.45,Paid,29.87250617,10,Oct,2024
2/26/2024,Dangote 42.5R Cement,Ogun,Wholesale,6579.53,58,2.17,373331.74,265113.72,108218.03,Credit,28.98709603,2,Feb,2024
11/25/2024,Dangote Premium Cement,Abuja,Retail,6264.13,45,0.3,281040.19,201637.96,79402.23,Paid,28.25298047,11,Nov,2024
5/28/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,7238.54,68,2.55,479669.09,378472.92,101196.17,Paid,21.09707966,5,May,2024
3/11/2024,Dangote Premium Cement,Rivers,Retail,6894.53,338,0.8,2311708.33,1787659.76,524048.57,Credit,22.66932048,3,Mar,2024
6/24/2024,Dangote Premium Cement,Lagos,Retail,6400.25,253,0.82,1605985.29,1186135.04,419850.25,Cash,26.14284531,6,Jun,2024
8/3/2024,Dangote Premium Cement,Lagos,Wholesale,6696.17,50,2.94,324965.13,254914.02,70051.11,Paid,21.55650054,8,Aug,2024
8/1/2024,Dangote 42.5R Cement,Kano,Online,6238.16,332,1.14,2047458.93,1506642.91,540816.02,Paid,26.41401066,8,Aug,2024
12/16/2024,Dangote Premium Cement,Abuja,Retail,6112.94,230,1.32,1387417.31,979979.47,407437.84,Credit,29.36663952,12,Dec,2024
1/7/2024,Dangote Premium Cement,Rivers,Online,6523.1,378,1.85,2420115.76,1798835.24,621280.52,Pending,25.67152077,1,Jan,2024
9/3/2024,Dangote Sulfate Resistant Cement,Abuja,Wholesale,7339.03,305,2.68,2178414.92,1658408.55,520006.37,Paid,23.87085974,9,Sep,2024
11/25/2024,Dangote Premium Cement,Kano,Retail,6851.87,465,0.5,3170188.95,2457349.78,712839.18,Credit,22.4857001,11,Nov,2024
5/3/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,7006.93,301,1.93,2068380.57,1531279.43,537101.14,Pending,25.96723001,5,May,2024
2/10/2024,Dangote 42.5R Cement,Abuja,Online,6248.1,458,1.5,2818705.35,2062182.18,756523.17,Cash,26.83938461,2,Feb,2024
11/30/2024,Dangote 3X Cement,Lagos,Retail,5912.34,305,1.65,1773509.85,1387932.63,385577.22,Credit,21.74091224,11,Nov,2024
9/17/2024,Dangote Premium Cement,Abuja,Retail,6363.34,47,2.45,291749.59,228857.64,62891.95,Credit,21.5568255,9,Sep,2024
10/13/2024,Dangote 42.5R Cement,Rivers,Online,6252.53,69,2.28,421588.09,304460.26,117127.83,Credit,27.7825282,10,Oct,2024
6/30/2024,Dangote Sulfate Resistant Cement,Kano,Online,6873.89,74,0.14,507955.72,363907.37,144048.35,Pending,28.35844628,6,Jun,2024
7/28/2024,Dangote 3X Cement,Rivers,Online,5695.92,81,2.79,448497.31,331569.42,116927.89,Cash,26.07103485,7,Jul,2024
4/7/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,6546.5,344,2.51,2195470.9,1666101.4,529369.5,Cash,24.11188871,4,Apr,2024
8/22/2024,Dangote Premium Cement,Abuja,Wholesale,6530.36,44,1.66,282566.07,210026,72540.07,Cash,25.67189684,8,Aug,2024
9/17/2024,Dangote Premium Cement,Kano,Wholesale,6730.49,85,0.31,570318.17,436722.38,133595.79,Credit,23.42478235,9,Sep,2024
9/15/2024,Dangote 42.5R Cement,Abuja,Online,6715.91,410,0.74,2733147.03,2021946.64,711200.39,Credit,26.02130007,9,Sep,2024
5/30/2024,Dangote 42.5R Cement,Ogun,Wholesale,6212.75,378,2.66,2285951.54,1717274.15,568677.39,Credit,24.87705361,5,May,2024
12/30/2024,Dangote Premium Cement,Ogun,Wholesale,6624.17,168,2.06,1089935.63,863358.92,226576.72,Pending,20.78808269,12,Dec,2024
12/29/2024,Dangote Premium Cement,Kano,Online,6694.31,185,2.13,1212068.42,940659.03,271409.39,Cash,22.39224994,12,Dec,2024
10/25/2024,Dangote 42.5R Cement,Kano,Retail,6677.48,236,2.42,1537748.86,1156806.94,380941.91,Paid,24.77269988,10,Oct,2024
7/14/2024,Dangote Premium Cement,Lagos,Online,6056.6,156,2.25,923570.93,661363.18,262207.75,Credit,28.39064564,7,Jul,2024
12/15/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,7190.59,171,0.61,1222090.39,921599.39,300491,Credit,24.58827943,12,Dec,2024
8/19/2024,Dangote 3X Cement,Kano,Online,6239.49,462,0.67,2863330.66,2189623.16,673707.5,Cash,23.52880544,8,Aug,2024
5/1/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,6887.55,423,2.93,2828070.04,2068069.77,760000.28,Paid,26.87346032,5,May,2024
1/7/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7368.85,460,2.61,3301200.59,2584834.61,716365.98,Credit,21.70016515,1,Jan,2024
10/28/2024,Dangote Premium Cement,Ogun,Retail,6448.81,369,0.22,2374375.75,1890590.81,483784.94,Paid,20.37524768,10,Oct,2024
7/12/2024,Dangote 3X Cement,Abuja,Retail,6056.6,86,0.48,518367.44,406711.83,111655.61,Paid,21.5398579,7,Jul,2024
6/18/2024,Dangote 42.5R Cement,Ogun,Wholesale,5953.7,185,1.79,1081718.82,840891.54,240827.29,Credit,22.26339096,6,Jun,2024
9/8/2024,Dangote Sulfate Resistant Cement,Lagos,Online,6817.86,132,2.87,874128.74,657397.81,216730.93,Pending,24.7939371,9,Sep,2024
7/31/2024,Dangote 42.5R Cement,Lagos,Retail,6021.2,129,1.99,761277.78,558097.8,203179.97,Credit,26.68933408,7,Jul,2024
4/21/2024,Dangote 42.5R Cement,Kano,Online,5808.8,362,1.04,2080916.63,1506656.03,574260.6,Pending,27.59652125,4,Apr,2024
1/21/2024,Dangote Sulfate Resistant Cement,Abuja,Wholesale,6885.88,296,2.17,1993991.1,1400720.07,593271.03,Credit,29.75294273,1,Jan,2024
9/20/2024,Dangote 42.5R Cement,Abuja,Wholesale,6096.43,353,0.58,2139557.96,1607641.32,531916.64,Paid,24.86105307,9,Sep,2024
3/26/2024,Dangote 3X Cement,Lagos,Wholesale,6170.34,416,0.64,2550433.53,1960111.5,590322.02,Paid,23.14594805,3,Mar,2024
4/15/2024,Dangote 42.5R Cement,Lagos,Online,6486.04,32,1.38,204689.04,150072.18,54616.86,Paid,26.68284535,4,Apr,2024
2/7/2024,Dangote 3X Cement,Ogun,Retail,6058.08,314,2.46,1855442.09,1467837.74,387604.34,Cash,20.89013406,2,Feb,2024
7/17/2024,Dangote 42.5R Cement,Abuja,Retail,6116.4,219,2.02,1312433.87,988897.18,323536.69,Paid,24.65165654,7,Jul,2024
10/26/2024,Dangote 3X Cement,Lagos,Retail,6428.05,74,0.87,471537.32,362417.86,109119.46,Paid,23.14121393,10,Oct,2024
5/24/2024,Dangote 42.5R Cement,Abuja,Retail,6622.12,35,1.42,228483.01,172126.94,56356.07,Pending,24.66532194,5,May,2024
7/19/2024,Dangote Sulfate Resistant Cement,Ogun,Retail,7177.29,488,2.9,3400944.51,2675570.31,725374.2,Credit,21.32861027,7,Jul,2024
1/6/2024,Dangote Premium Cement,Lagos,Wholesale,6005.03,325,1.18,1928605.46,1455619.88,472985.58,Paid,24.52474546,1,Jan,2024
6/5/2024,Dangote Premium Cement,Rivers,Wholesale,6412.65,350,2.55,2187194.6,1562193.93,625000.67,Pending,28.57544866,6,Jun,2024
4/23/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,6681.36,429,1.7,2817576.28,1987627.72,829948.56,Cash,29.4561168,4,Apr,2024
11/26/2024,Dangote 3X Cement,Rivers,Online,5567.36,70,0.59,387415.88,293684.31,93731.57,Credit,24.19404439,11,Nov,2024
7/1/2024,Dangote Premium Cement,Ogun,Wholesale,6285.14,55,2.7,336349.27,246133.19,90216.07,Cash,26.82213938,7,Jul,2024
6/17/2024,Dangote Sulfate Resistant Cement,Kano,Wholesale,7065.55,206,2.42,1420280.12,1130352.5,289927.62,Pending,20.41341112,6,Jun,2024
1/3/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,7212.2,348,1.31,2476966.62,1941969.09,534997.53,Pending,21.59889946,1,Jan,2024
12/13/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,6945.36,416,0.92,2862688.48,2161808.39,700880.09,Pending,24.48328188,12,Dec,2024
11/26/2024,Dangote 3X Cement,Rivers,Wholesale,6391.3,120,0.79,760897.05,600068.97,160828.08,Paid,21.13664128,11,Nov,2024
2/8/2024,Dangote 3X Cement,Kano,Online,5531.19,317,1.74,1722878.29,1338538.65,384339.65,Pending,22.30799774,2,Feb,2024
1/19/2024,Dangote Sulfate Resistant Cement,Kano,Online,6972.1,416,0.45,2887341.83,2134466.97,752874.86,Credit,26.07501655,1,Jan,2024
3/9/2024,Dangote 42.5R Cement,Kano,Online,5890.55,206,1.51,1195130.16,915789.81,279340.34,Pending,23.37321485,3,Mar,2024
9/20/2024,Dangote Premium Cement,Abuja,Wholesale,6179.15,309,1.98,1871552.07,1491203.2,380348.87,Cash,20.3226443,9,Sep,2024
7/2/2024,Dangote 3X Cement,Ogun,Retail,5731.75,155,1.11,878559.77,618752.82,259806.95,Pending,29.57191518,7,Jul,2024
9/22/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,7417.9,471,0.14,3488939.54,2784379.52,704560.02,Credit,20.1941023,9,Sep,2024
2/22/2024,Dangote Sulfate Resistant Cement,Rivers,Online,7044.35,109,1.13,759157.62,560145.86,199011.77,Paid,26.21481557,2,Feb,2024
9/21/2024,Dangote Sulfate Resistant Cement,Abuja,Wholesale,7016.37,200,2.45,1368893.79,1005456.91,363436.88,Cash,26.54967702,9,Sep,2024
11/5/2024,Dangote 3X Cement,Kano,Wholesale,5939.9,137,0.23,811894.64,620569.8,191324.84,Pending,23.56523009,11,Nov,2024
3/17/2024,Dangote Premium Cement,Ogun,Retail,6602.02,438,0.35,2881563.86,2083470.47,798093.39,Credit,27.69653663,3,Mar,2024
2/28/2024,Dangote 42.5R Cement,Abuja,Retail,6010.7,102,1.94,601197.43,445541.35,155656.07,Pending,25.89100722,2,Feb,2024
1/23/2024,Dangote Premium Cement,Kano,Online,6161.13,342,1.54,2074657.02,1637069.88,437587.14,Pending,21.0920232,1,Jan,2024
1/29/2024,Dangote Premium Cement,Rivers,Wholesale,6516.64,227,1.8,1452650.29,1098727.26,353923.03,Paid,24.36395273,1,Jan,2024
12/4/2024,Dangote Sulfate Resistant Cement,Lagos,Wholesale,6949.2,261,2.6,1766583.93,1266740.8,499843.12,Cash,28.29433187,12,Dec,2024
11/3/2024,Dangote Premium Cement,Kano,Wholesale,6623.21,281,0.79,1846419.15,1426208.64,420210.51,Credit,22.75813214,11,Nov,2024
8/20/2024,Dangote 3X Cement,Ogun,Retail,5885.46,75,0.05,441188.8,331893.6,109295.2,Cash,24.77288635,8,Aug,2024
3/17/2024,Dangote 3X Cement,Ogun,Retail,6401.61,327,0.12,2090814.48,1627462.44,463352.04,Paid,22.16131773,3,Mar,2024
2/17/2024,Dangote 42.5R Cement,Ogun,Online,6339.29,20,2.69,123375.26,95922.67,27452.59,Cash,22.25129252,2,Feb,2024
9/24/2024,Dangote 42.5R Cement,Rivers,Wholesale,6497.64,239,0.69,1542220.7,1203286.89,338933.81,Cash,21.97699784,9,Sep,2024
6/28/2024,Dangote 3X Cement,Abuja,Wholesale,5754.52,412,0.7,2354266.2,1850230.35,504035.86,Credit,21.40946763,6,Jun,2024
11/2/2024,Dangote 42.5R Cement,Rivers,Wholesale,5805.47,400,2.37,2267152.14,1718044.98,549107.16,Paid,24.22012843,11,Nov,2024
9/23/2024,Dangote 3X Cement,Abuja,Online,5705.42,431,0.95,2435675.18,1793209.78,642465.4,Pending,26.37730208,9,Sep,2024
8/6/2024,Dangote Sulfate Resistant Cement,Rivers,Online,6923.56,207,1.84,1406806.46,1124291.4,282515.06,Cash,20.08201327,8,Aug,2024
4/14/2024,Dangote 42.5R Cement,Kano,Online,6282.47,209,1.68,1290977.22,966136.39,324840.83,Credit,25.1623983,4,Apr,2024
10/22/2024,Dangote Sulfate Resistant Cement,Abuja,Online,6638.07,462,1.98,3006065.93,2329044.03,677021.9,Cash,22.521858,10,Oct,2024
12/24/2024,Dangote Premium Cement,Lagos,Wholesale,6508.34,422,1.02,2718504.98,2052627.91,665877.08,Paid,24.49423801,12,Dec,2024
3/23/2024,Dangote 42.5R Cement,Lagos,Wholesale,6623.26,261,2.78,1680613.81,1249599.8,431014.01,Paid,25.64622565,3,Mar,2024
5/14/2024,Dangote Premium Cement,Rivers,Wholesale,6609.03,390,1.15,2547880.2,2034341.72,513538.48,Credit,20.15551909,5,May,2024
12/30/2024,Dangote 3X Cement,Ogun,Online,5994.37,25,0.61,148945.11,114045.55,34899.56,Credit,23.43115528,12,Dec,2024
4/9/2024,Dangote 3X Cement,Kano,Online,6015.81,138,1.85,814823.42,625297.48,189525.94,Credit,23.25975608,4,Apr,2024
5/2/2024,Dangote 3X Cement,Ogun,Wholesale,6496.82,419,1.2,2689501.57,2062756.81,626744.76,Cash,23.30337959,5,May,2024
10/27/2024,Dangote Premium Cement,Kano,Wholesale,6736.93,55,2.76,360304.49,272015.21,88289.28,Credit,24.50407432,10,Oct,2024
6/26/2024,Dangote Sulfate Resistant Cement,Ogun,Online,7463.06,252,2.79,1828219.84,1384859.47,443360.36,Credit,24.25093254,6,Jun,2024
3/30/2024,Dangote 42.5R Cement,Kano,Wholesale,6358.63,277,0.88,1745840.71,1387422.32,358418.4,Credit,20.52984547,3,Mar,2024
10/2/2024,Dangote Sulfate Resistant Cement,Abuja,Retail,7063.17,414,0.73,2902806.07,2130561.18,772244.89,Cash,26.60339242,10,Oct,2024
12/14/2024,Dangote 42.5R Cement,Kano,Wholesale,6281.97,152,0.2,952949.72,727449.59,225500.13,Pending,23.66338174,12,Dec,2024
12/12/2024,Dangote Premium Cement,Rivers,Retail,6955.45,284,1.61,1943544.7,1496688.51,446856.19,Credit,22.99181439,12,Dec,2024
5/7/2024,Dangote Sulfate Resistant Cement,Lagos,Retail,7173.7,440,1.03,3123916.79,2359979.03,763937.76,Pending,24.45448491,5,May,2024
8/31/2024,Dangote Sulfate Resistant Cement,Rivers,Wholesale,7394.32,157,0.55,1154523.24,894311.75,260211.5,Pending,22.5384376,8,Aug,2024
9/12/2024,Dangote Premium Cement,Ogun,Online,6242.06,155,0.62,961520.68,692560.9,268959.78,Pending,27.97233441,9,Sep,2024
11/12/2024,Dangote Sulfate Resistant Cement,Ogun,Wholesale,6619.88,60,2.03,389129.79,298206.66,90923.13,Paid,23.36575928,11,Nov,2024
10/4/2024,Dangote 3X Cement,Abuja,Retail,6120.67,272,2.69,1620038.52,1276750.29,343288.23,Credit,21.19012763,10,Oct,2024
9/8/2024,Dangote Premium Cement,Kano,Retail,6397.88,404,1.73,2540027.46,1791773,748254.45,Cash,29.45851814,9,Sep,2024
9/1/2024,Dangote 3X Cement,Kano,Retail,5893.72,371,2.33,2135623.04,1592575.96,543047.07,Paid,25.42803949,9,Sep,2024
12/23/2024,Dangote 42.5R Cement,Rivers,Online,5808.42,365,0.63,2106716.84,1597103.77,509613.07,Credit,24.18991771,12,Dec,2024
7/4/2024,Dangote Sulfate Resistant Cement,Ogun,Online,6762.85,157,1.41,1046796.53,796935,249861.53,Credit,23.86915918,7,Jul,2024
4/4/2024,Dangote 42.5R Cement,Abuja,Wholesale,6219.09,405,1.12,2490521.66,1956136.92,534384.74,Credit,21.45673931,4,Apr,2024
8/18/2024,Dangote Premium Cement,Kano,Wholesale,6979.27,371,0.69,2571442.94,1825690.99,745751.95,Credit,29.00130267,8,Aug,2024
4/30/2024,Dangote 42.5R Cement,Abuja,Wholesale,5945.84,398,0.45,2355795.32,1838855.7,516939.62,Pending,21.94331637,4,Apr,2024
8/3/2024,Dangote 42.5R Cement,Ogun,Online,6317.01,388,0.95,2427715.38,1817538.3,610177.08,Credit,25.13379802,8,Aug,2024
10/14/2024,Dangote 3X Cement,Abuja,Wholesale,6190.54,50,0.65,307515.07,223080.34,84434.73,Paid,27.45710316,10,Oct,2024
8/18/2024,Dangote Sulfate Resistant Cement,Rivers,Retail,6860.31,305,2.8,2033807.5,1476079.49,557728.02,Paid,27.42285197,8,Aug,2024
7/29/2024,Dangote 3X Cement,Rivers,Online,6463.12,121,1.73,768508.27,587898.49,180609.78,Pending,23.50134501,7,Jul,2024
5/25/2024,Dangote Sulfate Resistant Cement,Rivers,Online,7010.44,416,2.21,2851891.86,2250037.86,601854,Cash,21.10367537,5,May,2024
